time	p1,0.278	p2,0.278	p1,0.64	p2,0.64
8543	0.770829	0.227353	0.149145	0.126384
8544	0.877378	0.242765	0.177496	0.100712
8545	1.00E+00	0.263802	0.213268	0.0918288
8546	1.14E+00	0.289638	0.257705	0.0921778
8547	1.30E+00	0.319469	0.312304	0.0987172
8548	1.47E+00	0.352364	0.378806	0.110265
8549	1.65E+00	0.387175	0.459151	0.126465
8550	1.83E+00	0.422521	0.55541	0.147354
8551	2.00E+00	0.456849	0.669654	0.17315
8552	2.16E+00	0.488592	0.803745	0.204118
8553	2.29E+00	0.516363	0.959027	0.240452
8554	2.39E+00	0.539156	1.14E+00	0.282156
8555	2.45E+00	0.556462	1.33E+00	0.328906
8556	2.46E+00	0.568265	1.55E+00	0.379917
8557	2.42E+00	0.574909	1.78E+00	0.433837
8558	2.32E+00	0.576897	2.01E+00	0.488744
8559	2.16E+00	0.574654	2.23E+00	0.542289
8560	1.93E+00	0.568331	2.44E+00	0.592019
8561	1.64E+00	0.557756	2.63E+00	0.635828
8562	1.31E+00	0.542764	2.78E+00	0.672374
8563	0.985368	0.524211	2.90E+00	0.701268
8564	0.705645	0.505288	2.98E+00	0.722978
8565	0.50047	0.491545	3.04E+00	0.738519
8566	0.368097	0.488671	3.07E+00	0.749106
8567	0.289912	0.500319	3.08E+00	0.755893
8568	0.246971	0.528026	3.07E+00	0.759825
8569	0.22623	0.572288	3.04E+00	0.761591
8570	0.219987	0.633386	2.98E+00	0.761608
8571	0.223922	0.711688	2.89E+00	0.760011
8572	0.23561	0.807613	2.76E+00	0.756611
8573	0.253621	0.92144	2.60E+00	0.750799
8574	0.276993	1.05E+00	2.38E+00	0.741405
8575	0.304923	1.20E+00	2.10E+00	0.726573
8576	0.33656	1.36E+00	1.77E+00	0.703895
8577	0.370877	1.54E+00	1.41E+00	0.671305
8578	0.406609	1.72E+00	1.05E+00	0.629169
8579	0.442265	1.90E+00	0.747826	0.582599
8580	0.476234	2.07E+00	0.524981	0.540839
8581	0.506962	2.22E+00	0.380689	0.512725
8582	0.53317	2.34E+00	0.29496	0.502971
8583	0.554029	2.43E+00	0.247244	0.512562
8584	0.569242	2.48E+00	0.223288	0.54092
8585	0.578984	2.48E+00	0.214655	0.58738
8586	0.58374	2.42E+00	0.216628	0.651693
8587	0.58408	2.31E+00	0.226592	0.734014
8588	0.58043	2.13E+00	0.243046	0.834684
8589	0.572891	1.88E+00	0.265041	0.953946
8590	0.561224	1.58E+00	0.291842	1.09E+00
8591	0.545275	1.25E+00	0.3227	1.25E+00
8592	0.526121	0.927131	0.356708	1.42E+00
8593	0.507359	0.659053	0.392697	1.60E+00
8594	0.494778	0.467996	0.429207	1.79E+00
8595	0.493887	0.347331	0.464535	1.97E+00
8596	0.507973	0.27711	0.496885	2.15E+00
8597	0.538322	0.239178	0.524586	2.31E+00
8598	0.585334	0.221578	0.546341	2.45E+00
8599	0.649268	0.217377	0.561425	2.56E+00
8600	0.730481	0.222707	0.569755	2.62E+00
8601	0.829351	0.235388	0.571858	2.65E+00
8602	0.946067	0.254113	0.568743	2.63E+00
8603	1.08E+00	0.277977	0.561791	2.56E+00
8604	1.23E+00	0.306191	0.552668	2.42E+00
8605	1.40E+00	0.337892	0.543285	2.19E+00
8606	1.57E+00	0.372033	0.535775	1.87E+00
8607	1.75E+00	0.407329	0.53247	1.45E+00
8608	1.93E+00	0.442289	0.535928	0.973701
8609	2.09E+00	0.475328	0.549076	0.554058
8610	2.23E+00	0.504956	0.57502	0.286578
8611	2.35E+00	0.529982	0.616059	0.158768
8612	2.43E+00	0.549677	0.673215	0.10442
8613	2.46E+00	0.563822	0.746851	0.0816092
8614	2.44E+00	0.572629	0.837156	0.0728507
8615	2.37E+00	0.576559	0.944159	0.0712814
8616	2.24E+00	0.576099	1.07E+00	0.0740317
8617	2.04E+00	0.571536	1.21E+00	0.0797707
8618	1.77E+00	0.562825	1.36E+00	0.087786
8619	1.46E+00	0.549721	1.52E+00	0.097608
8620	1.12E+00	0.532472	1.69E+00	0.10884
8621	0.817759	0.513136	1.85E+00	0.121082
8622	0.579086	0.49641	2.00E+00	0.133896
8623	0.41716	0.488268	2.14E+00	0.146814
8624	0.318237	0.493378	2.24E+00	0.159361
8625	0.26211	0.514081	2.30E+00	0.171093
8626	0.233032	0.551187	2.31E+00	0.181613
8627	0.221238	0.605004	2.26E+00	0.190572
8628	0.221178	0.675853	2.14E+00	0.197638
8629	0.229751	0.764147	1.97E+00	0.20246
8630	0.245179	0.870258	1.74E+00	0.204691
8631	0.266349	0.994254	1.46E+00	0.204146
8632	0.292418	1.14E+00	1.19E+00	0.201147
8633	0.322576	1.29E+00	0.932727	0.19689
8634	0.355883	1.46E+00	0.729666	0.193413
8635	0.391179	1.64E+00	0.584625	0.192965
8636	0.427064	1.82E+00	0.490961	0.197312
8637	0.46196	2.00E+00	0.43683	0.207539
8638	0.494262	2.16E+00	0.411587	0.224279
8639	0.522547	2.29E+00	0.407742	0.248021
8640	0.545776	2.40E+00	0.420632	0.279281
8641	0.563422	2.46E+00	0.447552	0.318666
8642	0.575472	2.48E+00	0.487003	0.366862
8643	0.582303	2.45E+00	0.53814	0.424566
8644	0.584476	2.36E+00	0.600373	0.492392
8645	0.582507	2.21E+00	0.673045	0.570735
8646	0.576653	2.00E+00	0.755144	0.659607
8647	0.5668	1.72E+00	0.845055	0.758449
8648	0.552667	1.39E+00	0.940335	0.865947
8649	0.534617	1.06E+00	1.04E+00	0.979903
8650	0.515064	0.765529	1.13E+00	1.10E+00
8651	0.499062	0.540657	1.22E+00	1.21E+00
8652	0.492589	0.391834	1.29E+00	1.33E+00
8653	0.49998	0.302448	1.35E+00	1.43E+00
8654	0.523252	0.252452	1.39E+00	1.52E+00
8655	0.563062	0.227198	1.40E+00	1.60E+00
8656	0.619676	0.217845	1.38E+00	1.66E+00
8657	0.693403	0.219416	1.34E+00	1.71E+00
8658	0.784632	0.229131	1.27E+00	1.74E+00
8659	0.893668	0.245381	1.17E+00	1.75E+00
8660	1.02E+00	0.267132	1.06E+00	1.75E+00
8661	1.16E+00	0.293572	0.932026	1.74E+00
8662	1.32E+00	0.323889	0.798151	1.71E+00
8663	1.49E+00	0.357123	0.6666	1.67E+00
8664	1.67E+00	0.392094	0.545578	1.63E+00
8665	1.85E+00	0.427391	0.441054	1.59E+00
8666	2.02E+00	0.461449	0.355735	1.55E+00
8667	2.18E+00	0.492713	0.289233	1.52E+00
8668	2.30E+00	0.519839	0.239135	1.51E+00
8669	2.40E+00	0.541885	0.202239	1.52E+00
8670	2.45E+00	0.558415	0.175426	1.54E+00
8671	2.46E+00	0.569473	0.156077	1.59E+00
8672	2.41E+00	0.575439	0.142152	1.65E+00
8673	2.30E+00	0.576817	0.132119	1.72E+00
8674	2.13E+00	0.574006	0.124844	1.81E+00
8675	1.89E+00	0.567108	0.119482	1.91E+00
8676	1.60E+00	0.555917	0.115395	2.02E+00
8677	1.26E+00	0.540339	0.112096	2.12E+00
8678	0.942404	0.521482	0.109218	2.23E+00
8679	0.672149	0.502919	0.106492	2.33E+00
8680	0.477887	0.490392	0.103735	2.41E+00
8681	0.354374	0.489392	0.100854	2.48E+00
8682	0.282154	0.503235	0.0978335	2.52E+00
8683	0.242966	0.533244	0.0947403	2.52E+00
8684	0.224623	0.57985	0.0917183	2.47E+00
8685	0.220009	0.643336	0.0889873	2.37E+00
8686	0.225145	0.724084	0.0868477	2.18E+00
8687	0.23779	0.822509	0.0856877	1.90E+00
8688	0.256603	0.938847	0.0860064	1.52E+00
8689	0.280662	1.07E+00	0.0884461	1.07E+00
8690	0.309165	1.22E+00	0.0938275	0.638143
8691	0.341244	1.39E+00	0.10308	0.338382
8692	0.37584	1.56E+00	0.117017	0.185835
8693	0.411654	1.74E+00	0.136279	0.119943
8694	0.44717	1.92E+00	0.161541	0.0928125
8695	0.480773	2.09E+00	0.193675	0.0831479
8696	0.510934	2.24E+00	0.233809	0.0826581
8697	0.536427	2.36E+00	0.283326	0.0881048
8698	0.556499	2.44E+00	0.343861	0.0982481
8699	0.570923	2.48E+00	0.417274	0.112712
8700	0.57993	2.47E+00	0.505597	0.131531
8701	0.584032	2.41E+00	0.610938	0.154936
8702	0.583791	2.29E+00	0.735311	0.183234
8703	0.579597	2.10E+00	0.880382	0.216703
8704	0.571496	1.84E+00	1.05E+00	0.255484
8705	0.559222	1.54E+00	1.24E+00	0.299458
8706	0.542714	1.20E+00	1.44E+00	0.348109
8707	0.523331	0.885377	1.67E+00	0.400405
8708	0.50506	0.627494	1.90E+00	0.454729
8709	0.493827	0.447238	2.13E+00	0.508943
8710	0.494894	0.334923	2.35E+00	0.560619
8711	0.511214	0.270191	2.55E+00	0.607436
8712	0.543883	0.235695	2.72E+00	0.647639
8713	0.593248	0.220305	2.85E+00	0.680355
8714	0.659579	0.217625	2.96E+00	0.705648
8715	0.743242	0.224092	3.03E+00	0.724295
8716	0.844607	0.237688	3.07E+00	0.737445
8717	0.96381	0.257185	3.10E+00	0.746298
8718	1.10E+00	0.281709	3.10E+00	0.751911
8719	1.25E+00	0.31047	3.07E+00	0.755105
8720	1.42E+00	0.342585	3.03E+00	0.756439
8721	1.60E+00	0.376974	2.96E+00	0.756212
8722	1.77E+00	0.412321	2.86E+00	0.754438
8723	1.95E+00	0.44711	2.73E+00	0.750793
8724	2.11E+00	0.47976	2.54E+00	0.744499
8725	2.25E+00	0.508809	2.30E+00	0.734169
8726	2.36E+00	0.533123	2.01E+00	0.717719
8727	2.43E+00	0.552045	1.66E+00	0.69267
8728	2.46E+00	0.565423	1.30E+00	0.657391
8729	2.44E+00	0.573516	0.950474	0.613492
8730	2.36E+00	0.576804	0.669377	0.567648
8731	2.21E+00	0.575758	0.471869	0.529587
8732	2.00E+00	0.570624	0.348017	0.507118
8733	1.73E+00	0.561312	0.27602	0.503625
8734	1.41E+00	0.547584	0.236922	0.519398
8735	1.08E+00	0.529858	0.218433	0.55374
8736	0.779724	0.510548	0.213474	0.606108
8737	0.551898	0.494668	0.218119	0.676414
8738	0.399972	0.488157	0.230177	0.764916
8739	0.308224	0.495361	0.248366	0.871981
8740	0.256688	0.518336	0.271831	0.997778
8741	0.230501	0.557772	0.299848	1.14E+00
8742	0.220613	0.613958	0.331631	1.30E+00
8743	0.221908	0.68723	0.36619	1.48E+00
8744	0.231527	0.778008	0.402257	1.66E+00
8745	0.247815	0.886638	0.438276	1.85E+00
8746	0.269717	1.01E+00	0.472482	2.04E+00
8747	0.296407	1.16E+00	0.503071	2.22E+00
8748	0.327063	1.32E+00	0.528443	2.38E+00
8749	0.360721	1.49E+00	0.547433	2.51E+00
8750	0.396185	1.67E+00	0.559471	2.61E+00
8751	0.432023	1.85E+00	0.564611	2.68E+00
8752	0.466645	2.02E+00	0.563457	2.70E+00
8753	0.498457	2.18E+00	0.557024	2.68E+00
8754	0.52608	2.31E+00	0.546628	2.62E+00
8755	0.548541	2.41E+00	0.53381	2.49E+00
8756	0.565389	2.47E+00	0.520322	2.28E+00
8757	0.576675	2.48E+00	0.508112	1.98E+00
8758	0.582816	2.44E+00	0.499335	1.58E+00
8759	0.58438	2.35E+00	0.496389	1.11E+00
8760	0.58186	2.19E+00	0.502068	0.659418
8761	0.575461	1.96E+00	0.519567	0.345008
8762	0.565024	1.67E+00	0.55158	0.184767
8763	0.550289	1.35E+00	0.599449	0.115617
8764	0.531823	1.02E+00	0.663684	0.0865923
8765	0.512418	0.729087	0.744636	0.0750303
8766	0.497417	0.515327	0.842654	0.0720695
8767	0.492698	0.376133	0.957927	0.0741056
8768	0.502252	0.293427	1.09E+00	0.0795357
8769	0.527836	0.247654	1.24E+00	0.0875559
8770	0.570003	0.225065	1.40E+00	0.0976802
8771	0.62901	0.217488	1.57E+00	0.109527
8772	0.705182	0.22034	1.75E+00	0.122712
8773	0.798911	0.231056	1.92E+00	0.136803
8774	0.910467	0.248136	2.08E+00	0.151307
8775	1.04E+00	0.270596	2.22E+00	0.165695
8776	1.19E+00	0.297634	2.32E+00	0.179439
8777	1.35E+00	0.328425	2.38E+00	0.192063
8778	1.52E+00	0.361981	2.39E+00	0.203164
8779	1.70E+00	0.397089	2.33E+00	0.212399
8780	1.88E+00	0.432307	2.21E+00	0.219437
8781	2.04E+00	0.466064	2.02E+00	0.223901
8782	2.20E+00	0.496818	1.78E+00	0.225378
8783	2.32E+00	0.523272	1.49E+00	0.223603
8784	2.41E+00	0.544554	1.19E+00	0.218894
8785	2.46E+00	0.560298	0.920426	0.212629
8786	2.45E+00	0.570608	0.707697	0.207224
8787	2.40E+00	0.575894	0.558258	0.205325
8788	2.28E+00	0.576661	0.463423	0.208916
8789	2.10E+00	0.573273	0.409422	0.219117
8790	1.85E+00	0.565786	0.38449	0.236518
8791	1.55E+00	0.553969	0.380653	0.261562
8792	1.22E+00	0.537814	0.393094	0.294753
8793	0.900484	0.518713	0.41909	0.336715
8794	0.64016	0.500622	0.457172	0.388169
8795	0.456674	0.489415	0.50655	0.449865
8796	0.341618	0.490351	0.566695	0.522465
8797	0.275003	0.506411	0.637025	0.6064
8798	0.239337	0.538728	0.716623	0.701682
8799	0.223259	0.587679	0.80398	0.8077
8800	0.220202	0.653557	0.896788	0.923011
8801	0.226502	0.736756	0.991802	1.05E+00
8802	0.240081	0.837683	1.08E+00	1.17E+00
8803	0.259681	0.956524	1.17E+00	1.30E+00
8804	0.284413	1.09E+00	1.25E+00	1.42E+00
8805	0.313477	1.25E+00	1.30E+00	1.53E+00
8806	0.345981	1.41E+00	1.34E+00	1.62E+00
8807	0.380836	1.59E+00	1.35E+00	1.70E+00
8808	0.416708	1.77E+00	1.34E+00	1.77E+00
8809	0.452058	1.95E+00	1.30E+00	1.82E+00
8810	0.485271	2.11E+00	1.24E+00	1.85E+00
8811	0.514847	2.26E+00	1.16E+00	1.86E+00
8812	0.539618	2.37E+00	1.05E+00	1.86E+00
8813	0.558903	2.45E+00	0.936134	1.85E+00
8814	0.572549	2.48E+00	0.809693	1.82E+00
8815	0.580837	2.47E+00	0.682786	1.78E+00
8816	0.584299	2.39E+00	0.563213	1.74E+00
8817	0.583489	2.26E+00	0.457316	1.69E+00
8818	0.578754	2.07E+00	0.368751	1.64E+00
8819	0.57009	1.80E+00	0.298212	1.61E+00
8820	0.55721	1.49E+00	0.244113	1.58E+00
8821	0.540163	1.16E+00	0.203697	1.58E+00
8822	0.520631	0.844992	0.173987	1.59E+00
8823	0.502971	0.597614	0.152328	1.62E+00
8824	0.493185	0.427889	0.136585	1.66E+00
8825	0.49626	0.323469	0.12513	1.73E+00
8826	0.514827	0.263861	0.116753	1.80E+00
8827	0.549816	0.232573	0.110558	1.89E+00
8828	0.601537	0.21926	0.105882	1.98E+00
8829	0.670269	0.218025	0.102229	2.07E+00
8830	0.756391	0.225584	0.0992323	2.16E+00
8831	0.860254	0.240065	0.0966309	2.24E+00
8832	0.98194	0.26031	0.094255	2.31E+00
8833	1.12E+00	0.285472	0.0920227	2.35E+00
8834	1.28E+00	0.314754	0.089938	2.35E+00
8835	1.44E+00	0.347254	0.0880931	2.31E+00
8836	1.62E+00	0.381857	0.0866727	2.21E+00
8837	1.80E+00	0.417215	0.0859615	2.02E+00
8838	1.97E+00	0.451795	0.0863585	1.74E+00
8839	2.13E+00	0.484019	0.0883996	1.37E+00
8840	2.27E+00	0.51246	0.0927891	0.945664
8841	2.37E+00	0.536045	0.100402	0.562142
8842	2.44E+00	0.554187	0.112182	0.30797
8843	2.46E+00	0.566802	0.128947	0.179758
8844	2.43E+00	0.574191	0.151415	0.123055
8845	2.34E+00	0.576849	0.180387	0.0994029
8846	2.19E+00	0.575225	0.216881	0.0915533
8847	1.97E+00	0.569521	0.262165	0.0925389
8848	1.69E+00	0.559605	0.317757	0.0995561
8849	1.36E+00	0.545264	0.385419	0.111526
8850	1.03E+00	0.527113	0.467105	0.128139
8851	0.743075	0.507937	0.564894	0.149455
8852	0.526204	0.493033	0.680848	0.175702
8853	0.383943	0.488245	0.816796	0.207142
8854	0.298973	0.497585	0.974017	0.243959
8855	0.251744	0.522848	1.15E+00	0.286132
8856	0.22828	0.56462	1.35E+00	0.333301
8857	0.220204	0.623183	1.57E+00	0.384632
8858	0.222805	0.698887	1.80E+00	0.438724
8859	0.233441	0.792156	2.03E+00	0.493606
8860	0.250574	0.903304	2.25E+00	0.546904
8861	0.273197	1.03E+00	2.46E+00	0.596177
8862	0.300496	1.18E+00	2.64E+00	0.639374
8863	0.331638	1.34E+00	2.79E+00	0.675233
8864	0.365628	1.51E+00	2.91E+00	0.703452
8865	0.401237	1.69E+00	2.99E+00	0.724561
8866	0.437004	1.87E+00	3.05E+00	0.739607
8867	0.471327	2.04E+00	3.08E+00	0.749808
8868	0.502628	2.20E+00	3.08E+00	0.756303
8869	0.529574	2.32E+00	3.07E+00	0.760017
8870	0.551262	2.42E+00	3.03E+00	0.761614
8871	0.567316	2.47E+00	2.97E+00	0.761485
8872	0.577848	2.48E+00	2.88E+00	0.759739
8873	0.58331	2.43E+00	2.75E+00	0.756155
8874	0.584274	2.33E+00	2.58E+00	0.750079
8875	0.581204	2.16E+00	2.35E+00	0.740283
8876	0.574253	1.92E+00	2.07E+00	0.724848
8877	0.563223	1.63E+00	1.74E+00	0.701346
8878	0.547893	1.30E+00	1.37E+00	0.667825
8879	0.529061	0.972874	1.02E+00	0.625003
8880	0.509903	0.69443	0.724282	0.578456
8881	0.496006	0.491685	0.509004	0.537612
8882	0.493098	0.361658	0.370911	0.511028
8883	0.504826	0.285186	0.289369	0.503015
8884	0.532706	0.243334	0.244277	0.514329
8885	0.57721	0.223233	0.221977	0.544339
8886	0.638593	0.217331	0.214452	0.59241
8887	0.717194	0.221405	0.217231	0.658332
8888	0.813402	0.233085	0.227831	0.742288
8889	0.927451	0.25097	0.244819	0.844625
8890	1.06E+00	0.274117	0.267278	0.965558
8891	1.21E+00	0.301733	0.294477	1.10E+00
8892	1.37E+00	0.332976	0.325662	1.26E+00
8893	1.54E+00	0.36683	0.359903	1.43E+00
8894	1.72E+00	0.402046	0.396006	1.62E+00
8895	1.90E+00	0.437158	0.432485	1.80E+00
8896	2.07E+00	0.470586	0.467622	1.99E+00
8897	2.21E+00	0.500811	0.499621	2.17E+00
8898	2.33E+00	0.526586	0.526834	2.33E+00
8899	2.42E+00	0.547106	0.548011	2.46E+00
8900	2.46E+00	0.562078	0.562481	2.56E+00
8901	2.45E+00	0.571657	0.570221	2.63E+00
8902	2.39E+00	0.576284	0.571803	2.65E+00
8903	2.26E+00	0.576454	0.568278	2.63E+00
8904	2.07E+00	0.572499	0.561054	2.55E+00
8905	1.81E+00	0.564423	0.55182	2.40E+00
8906	1.50E+00	0.551985	0.542504	2.17E+00
8907	1.17E+00	0.535284	0.535258	1.83E+00
8908	0.859935	0.516022	0.532431	1.41E+00
8909	0.609887	0.498524	0.536612	0.932388
8910	0.436928	0.488741	0.550757	0.523493
8911	0.32987	0.491662	0.577951	0.27057
8912	0.268485	0.509952	0.62038	0.15184
8913	0.236103	0.544576	0.678973	0.101506
8914	0.222151	0.595871	0.754067	0.0804171
8915	0.220573	0.664143	0.84584	0.0724865
8916	0.227987	0.749796	0.954301	0.0713837
8917	0.242469	0.853223	1.08E+00	0.0744404
8918	0.262833	0.974555	1.22E+00	0.0804059
8919	0.288217	1.11E+00	1.37E+00	0.0886001
8920	0.317816	1.27E+00	1.53E+00	0.098565
8921	0.350717	1.44E+00	1.70E+00	0.109906
8922	0.385797	1.61E+00	1.86E+00	0.12222
8923	0.421689	1.79E+00	2.02E+00	0.135065
8924	0.456836	1.97E+00	2.15E+00	0.147973
8925	0.489623	2.13E+00	2.24E+00	0.16047
8926	0.518586	2.27E+00	2.30E+00	0.172114
8927	0.542618	2.38E+00	2.30E+00	0.182513
8928	0.561113	2.45E+00	2.25E+00	0.191321
8929	0.573985	2.48E+00	2.13E+00	0.198206
8930	0.581563	2.46E+00	1.95E+00	0.202816
8931	0.584398	2.38E+00	1.71E+00	0.204807
8932	0.583025	2.24E+00	1.44E+00	0.204022
8933	0.577752	2.03E+00	1.16E+00	0.200849
8934	0.56852	1.76E+00	0.912724	0.196568
8935	0.555036	1.45E+00	0.71468	0.193266
8936	0.537489	1.11E+00	0.574527	0.193175
8937	0.517898	0.805903	0.484799	0.198002
8938	0.500973	0.569294	0.433573	0.208777
8939	0.492737	0.409828	0.410451	0.226113
8940	0.497872	0.312886	0.408218	0.250494
8941	0.518703	0.258081	0.422417	0.282443
8942	0.556015	0.229804	0.450476	0.322578
8943	0.610094	0.218459	0.49097	0.371586
8944	0.681232	0.21861	0.543094	0.430163
8945	0.769814	0.227227	0.606263	0.498908
8946	0.876172	0.242574	0.679798	0.578192
8947	1.00E+00	0.263555	0.762646	0.667983
8948	1.14E+00	0.289343	0.853127	0.767663
8949	1.30E+00	0.319136	0.948718	0.875843
8950	1.47E+00	0.352003	1.05E+00	0.990247
8951	1.65E+00	0.3868	1.14E+00	1.11E+00
8952	1.82E+00	0.422146	1.23E+00	1.22E+00
8953	2.00E+00	0.456493	1.30E+00	1.34E+00
8954	2.15E+00	0.48827	1.36E+00	1.44E+00
8955	2.29E+00	0.516088	1.39E+00	1.53E+00
8956	2.39E+00	0.538937	1.40E+00	1.60E+00
8957	2.45E+00	0.556302	1.38E+00	1.67E+00
8958	2.46E+00	0.568162	1.33E+00	1.71E+00
8959	2.42E+00	0.57486	1.26E+00	1.74E+00
8960	2.32E+00	0.576895	1.16E+00	1.75E+00
8961	2.16E+00	0.574696	1.05E+00	1.75E+00
8962	1.93E+00	0.568417	0.920381	1.74E+00
8963	1.64E+00	0.557888	0.78638	1.71E+00
8964	1.32E+00	0.542943	0.655463	1.67E+00
8965	0.988474	0.524418	0.535701	1.63E+00
8966	0.708106	0.505476	0.432806	1.58E+00
8967	0.502155	0.491651	0.34919	1.55E+00
8968	0.369134	0.488647	0.284238	1.52E+00
8969	0.290507	0.50014	0.235423	1.51E+00
8970	0.247286	0.527683	0.199524	1.52E+00
8971	0.226367	0.571779	0.173458	1.55E+00
8972	0.220003	0.632707	0.154653	1.59E+00
8973	0.22385	0.710834	0.14112	1.65E+00
8974	0.235468	0.806582	0.131367	1.73E+00
8975	0.25342	0.920229	0.124288	1.82E+00
8976	0.276742	1.05E+00	0.119059	1.92E+00
8977	0.30463	1.20E+00	0.115056	2.03E+00
8978	0.336234	1.36E+00	0.111807	2.13E+00
8979	0.37053	1.54E+00	0.108951	2.24E+00
8980	0.406253	1.72E+00	0.106228	2.34E+00
8981	0.441917	1.90E+00	0.103464	2.42E+00
8982	0.475909	2.06E+00	0.100571	2.48E+00
8983	0.506676	2.22E+00	0.0975431	2.52E+00
8984	0.532932	2.34E+00	0.0944526	2.52E+00
8985	0.553846	2.43E+00	0.0914501	2.47E+00
8986	0.569114	2.48E+00	0.0887635	2.35E+00
8987	0.578908	2.48E+00	0.0866997	2.16E+00
8988	0.58371	2.42E+00	0.0856569	1.87E+00
8989	0.584091	2.31E+00	0.0861449	1.48E+00
8990	0.580479	2.13E+00	0.0888216	1.03E+00
8991	0.572979	1.89E+00	0.0945233	0.603977
8992	0.561353	1.59E+00	0.10418	0.318989
8993	0.545446	1.25E+00	0.118586	0.177172
8994	0.526311	0.930078	0.138375	0.116336
8995	0.507518	0.661313	0.164235	0.0914057
8996	0.494846	0.469502	0.197062	0.0828138
8997	0.493821	0.348241	0.238007	0.0829601
8998	0.507751	0.277625	0.288477	0.0888723
8999	0.537936	0.239444	0.35013	0.0994214
9000	0.584782	0.221686	0.424844	0.114282
9001	0.648547	0.217377	0.514663	0.133513
9002	0.729586	0.222627	0.621694	0.157358
9003	0.828279	0.235243	0.747933	0.186125
9004	0.944817	0.253915	0.894994	0.220083
9005	1.08E+00	0.277734	1.06E+00	0.259356
9006	1.23E+00	0.30591	1.25E+00	0.303791
9007	1.39E+00	0.337584	1.46E+00	0.352831
9008	1.57E+00	0.371708	1.69E+00	0.405389
9009	1.75E+00	0.407002	1.92E+00	0.459797
9010	1.92E+00	0.441974	2.15E+00	0.513875
9011	2.09E+00	0.475042	2.37E+00	0.565188
9012	2.23E+00	0.504711	2.56E+00	0.611449
9013	2.35E+00	0.529788	2.73E+00	0.650973
9014	2.43E+00	0.549539	2.86E+00	0.68298
9015	2.46E+00	0.563739	2.96E+00	0.707611
9016	2.44E+00	0.572596	3.03E+00	0.725695
9017	2.37E+00	0.576572	3.08E+00	0.738394
9018	2.24E+00	0.576153	3.10E+00	0.746903
9019	2.04E+00	0.571629	3.09E+00	0.752259
9020	1.77E+00	0.56296	3.07E+00	0.755259
9021	1.46E+00	0.549898	3.03E+00	0.756439
9022	1.13E+00	0.532684	2.95E+00	0.75607
9023	0.820462	0.51335	2.85E+00	0.75414
9024	0.581044	0.496568	2.71E+00	0.750287
9025	0.41841	0.488317	2.52E+00	0.743682
9026	0.31897	0.493285	2.28E+00	0.732873
9027	0.26251	0.513831	1.98E+00	0.715718
9028	0.233221	0.550776	1.63E+00	0.689743
9029	0.22129	0.604432	1.26E+00	0.653509
9030	0.221131	0.675115	0.920638	0.609065
9031	0.229628	0.76324	0.647136	0.563534
9032	0.244995	0.86918	0.457344	0.526679
9033	0.26611	0.993006	0.339349	0.505923
9034	0.292133	1.13E+00	0.271165	0.504267
9035	0.322253	1.29E+00	0.234441	0.521825
9036	0.355532	1.46E+00	0.217471	0.557885
9037	0.390812	1.64E+00	0.213552	0.611942
9038	0.426695	1.82E+00	0.218973	0.683948
9039	0.461605	1.99E+00	0.231657	0.774184
9040	0.493936	2.15E+00	0.250379	0.883014
9041	0.522262	2.29E+00	0.274306	1.01E+00
9042	0.54554	2.40E+00	0.302718	1.16E+00
9043	0.563239	2.46E+00	0.334812	1.32E+00
9044	0.57534	2.48E+00	0.369575	1.50E+00
9045	0.582217	2.45E+00	0.405713	1.68E+00
9046	0.584432	2.36E+00	0.441643	1.87E+00
9047	0.582501	2.21E+00	0.475587	2.06E+00
9048	0.576684	2.00E+00	0.505751	2.23E+00
9049	0.566873	1.72E+00	0.530565	2.39E+00
9050	0.552781	1.40E+00	0.548916	2.52E+00
9051	0.534765	1.06E+00	0.560294	2.62E+00
9052	0.515209	0.76803	0.564809	2.68E+00
9053	0.499148	0.542411	0.563108	2.70E+00
9054	0.492564	0.392926	0.556241	2.68E+00
9055	0.499812	0.303078	0.545546	2.61E+00
9056	0.522932	0.252789	0.532586	2.47E+00
9057	0.562585	0.227351	0.519128	2.25E+00
9058	0.61904	0.217877	0.507145	1.94E+00
9059	0.692605	0.21936	0.498803	1.54E+00
9060	0.783668	0.229008	0.496532	1.06E+00
9061	0.892537	0.245202	0.50318	0.622798
9062	1.02E+00	0.266906	0.52195	0.324105
9063	1.16E+00	0.293307	0.555418	0.175435
9064	1.32E+00	0.323591	0.60481	0.111696
9065	1.49E+00	0.356804	0.670601	0.0849657
9066	1.67E+00	0.391767	0.753142	0.0744684
9067	1.85E+00	0.427068	0.852779	0.0720855
9068	2.02E+00	0.461147	0.96967	0.0744912
9069	2.17E+00	0.492445	1.10E+00	0.0801919
9070	2.30E+00	0.519615	1.25E+00	0.0884281
9071	2.40E+00	0.541712	1.42E+00	0.0987304
9072	2.45E+00	0.558294	1.59E+00	0.11072
9073	2.46E+00	0.569401	1.77E+00	0.12401
9074	2.41E+00	0.575412	1.94E+00	0.138161
9075	2.30E+00	0.576829	2.10E+00	0.152678
9076	2.13E+00	0.574054	2.23E+00	0.167027
9077	1.89E+00	0.567193	2.33E+00	0.180686
9078	1.60E+00	0.556044	2.39E+00	0.193183
9079	1.27E+00	0.540505	2.39E+00	0.204122
9080	0.945476	0.521662	2.33E+00	0.213165
9081	0.674512	0.503068	2.20E+00	0.219978
9082	0.479462	0.490446	2.00E+00	0.224178
