time	p1,0.278	p2,0.278	p1,0.64	p2,0.64
2543	0.256981	0.941152	2.69E+00	0.651919
2544	0.28113	1.08E+00	2.83E+00	0.685282
2545	0.309708	1.23E+00	2.94E+00	0.711099
2546	0.341845	1.39E+00	3.01E+00	0.730107
2547	0.376477	1.57E+00	3.06E+00	0.743446
2548	0.412301	1.75E+00	3.08E+00	0.752329
2549	0.447797	1.93E+00	3.08E+00	0.757835
2550	0.481351	2.09E+00	3.06E+00	0.760807
2551	0.511437	2.24E+00	3.01E+00	0.761819
2552	0.536836	2.36E+00	2.94E+00	0.761177
2553	0.556805	2.44E+00	2.84E+00	0.758888
2554	0.571127	2.48E+00	2.70E+00	0.754606
2555	0.58004	2.47E+00	2.51E+00	0.74751
2556	0.584058	2.41E+00	2.27E+00	0.736155
2557	0.583743	2.28E+00	1.97E+00	0.718414
2558	0.57948	2.09E+00	1.62E+00	0.691844
2559	0.57131	1.84E+00	1.26E+00	0.655064
2560	0.558961	1.53E+00	0.917925	0.610193
2561	0.542383	1.20E+00	0.645889	0.564385
2562	0.522979	0.880109	0.457069	0.527365
2563	0.504781	0.623539	0.339595	0.506489
2564	0.493729	0.444643	0.271662	0.504711
2565	0.495054	0.333366	0.235062	0.522124
2566	0.511665	0.269313	0.218167	0.557998
2567	0.544636	0.235243	0.214313	0.61182
2568	0.594308	0.220128	0.219803	0.683523
2569	0.660954	0.217638	0.232568	0.77337
2570	0.74494	0.224247	0.251388	0.881702
2571	0.846634	0.237957	0.275433	1.01E+00
2572	0.966167	0.25755	0.303985	1.15E+00
2573	1.10E+00	0.282155	0.336246	1.32E+00
2574	1.26E+00	0.310981	0.371208	1.49E+00
2575	1.42E+00	0.343144	0.407584	1.68E+00
2576	1.60E+00	0.377559	0.443802	1.86E+00
2577	1.78E+00	0.412905	0.478098	2.05E+00
2578	1.95E+00	0.447666	0.508698	2.22E+00
2579	2.11E+00	0.480259	0.534058	2.37E+00
2580	2.25E+00	0.509228	0.553099	2.50E+00
2581	2.36E+00	0.533446	0.565358	2.59E+00
2582	2.43E+00	0.552265	0.571014	2.64E+00
2583	2.46E+00	0.565543	0.570806	2.65E+00
2584	2.44E+00	0.573545	0.56591	2.61E+00
2585	2.35E+00	0.576752	0.557829	2.51E+00
2586	2.21E+00	0.575633	0.548331	2.34E+00
2587	2.00E+00	0.570429	0.539418	2.07E+00
2588	1.72E+00	0.561042	0.533303	1.71E+00
2589	1.40E+00	0.54724	0.532397	1.26E+00
2590	1.07E+00	0.529461	0.539405	0.789228
2591	0.774941	0.510166	0.557394	0.424852
2592	0.548496	0.494407	0.589268	0.221545
2593	0.397822	0.488115	0.636783	0.130874
2594	0.306967	0.495592	0.700605	0.0926599
2595	0.256001	0.518862	0.780998	0.0768539
2596	0.230175	0.558599	0.878107	0.0715411
2597	0.220527	0.615092	0.991845	0.0719605
2598	0.221994	0.688677	1.12E+00	0.0760433
2599	0.231746	0.779777	1.27E+00	0.0827789
2600	0.248145	0.888733	1.42E+00	0.0915837
2601	0.27014	1.02E+00	1.59E+00	0.102032
2602	0.296909	1.16E+00	1.75E+00	0.113732
2603	0.32763	1.32E+00	1.91E+00	0.126269
2604	0.361332	1.49E+00	2.06E+00	0.139192
2605	0.396817	1.67E+00	2.18E+00	0.152025
2606	0.43265	1.85E+00	2.27E+00	0.164302
2607	0.467236	2.02E+00	2.31E+00	0.175595
2608	0.498986	2.18E+00	2.30E+00	0.185529
2609	0.526525	2.31E+00	2.22E+00	0.193768
2610	0.548889	2.41E+00	2.08E+00	0.199974
2611	0.565636	2.47E+00	1.88E+00	0.20379
2612	0.576826	2.48E+00	1.63E+00	0.204902
2613	0.58288	2.44E+00	1.35E+00	0.203278
2614	0.584369	2.34E+00	1.08E+00	0.199559
2615	0.581778	2.18E+00	0.844171	0.19532
2616	0.57531	1.96E+00	0.664332	0.192786
2617	0.564801	1.67E+00	0.541141	0.194077
2618	0.549991	1.34E+00	0.464768	0.200678
2619	0.531477	1.01E+00	0.423339	0.213454
2620	0.512096	0.724695	0.407408	0.232949
2621	0.497223	0.512295	0.410711	0.259647
2622	0.492721	0.374257	0.42947	0.294101
2623	0.502542	0.292346	0.461544	0.336953
2624	0.52841	0.247075	0.505753	0.388903
2625	0.570866	0.224805	0.561399	0.450631
2626	0.630167	0.217441	0.627902	0.522682
2627	0.706641	0.220448	0.704497	0.605319
2628	0.800677	0.231285	0.789962	0.698349
2629	0.912544	0.248466	0.882374	0.80093
2630	1.04E+00	0.271011	0.978919	0.911405
2631	1.19E+00	0.298122	1.08E+00	1.03E+00
2632	1.35E+00	0.328969	1.17E+00	1.14E+00
2633	1.52E+00	0.362564	1.25E+00	1.26E+00
2634	1.70E+00	0.397687	1.32E+00	1.37E+00
2635	1.88E+00	0.432895	1.37E+00	1.47E+00
2636	2.05E+00	0.466612	1.39E+00	1.56E+00
2637	2.20E+00	0.497303	1.39E+00	1.63E+00
2638	2.32E+00	0.523676	1.37E+00	1.68E+00
2639	2.41E+00	0.544865	1.31E+00	1.72E+00
2640	2.46E+00	0.560516	1.23E+00	1.75E+00
2641	2.45E+00	0.570736	1.13E+00	1.75E+00
2642	2.40E+00	0.575943	1.01E+00	1.75E+00
2643	2.28E+00	0.576638	0.879137	1.73E+00
2644	2.10E+00	0.573184	0.745142	1.70E+00
2645	1.85E+00	0.565627	0.61688	1.66E+00
2646	1.54E+00	0.553737	0.501857	1.61E+00
2647	1.21E+00	0.537515	0.40481	1.57E+00
2648	0.895377	0.518393	0.327135	1.54E+00
2649	0.636301	0.500372	0.267489	1.52E+00
2650	0.45413	0.48934	0.223012	1.51E+00
2651	0.340088	0.490523	0.190459	1.53E+00
2652	0.274142	0.506864	0.166882	1.56E+00
2653	0.238896	0.539472	0.149893	1.61E+00
2654	0.223089	0.588721	0.137666	1.68E+00
2655	0.220219	0.654903	0.128841	1.76E+00
2656	0.226657	0.738415	0.122409	1.85E+00
2657	0.240348	0.839661	0.117616	1.95E+00
2658	0.260042	0.958822	0.113891	2.06E+00
2659	0.284853	1.10E+00	0.110796	2.17E+00
2660	0.313981	1.25E+00	0.108005	2.27E+00
2661	0.346531	1.42E+00	0.105285	2.36E+00
2662	0.381411	1.59E+00	0.102488	2.44E+00
2663	0.417282	1.77E+00	0.0995537	2.50E+00
2664	0.452603	1.95E+00	0.0964988	2.52E+00
2665	0.485758	2.11E+00	0.0934213	2.50E+00
2666	0.515254	2.26E+00	0.0904953	2.44E+00
2667	0.539929	2.37E+00	0.0879728	2.30E+00
2668	0.559112	2.45E+00	0.0861868	2.08E+00
2669	0.572658	2.48E+00	0.0855687	1.76E+00
2670	0.580856	2.46E+00	0.0866684	1.34E+00
2671	0.584239	2.39E+00	0.0901998	0.884576
2672	0.583359	2.26E+00	0.0970469	0.496933
2673	0.578559	2.06E+00	0.108119	0.261767
2674	0.569828	1.80E+00	0.124147	0.152152
2675	0.556879	1.49E+00	0.145756	0.105945
2676	0.539773	1.15E+00	0.173689	0.0874615
2677	0.520234	0.839949	0.208921	0.0821248
2678	0.502665	0.593911	0.252682	0.0842825
2679	0.493074	0.425502	0.306461	0.0917226
2680	0.496412	0.322057	0.371987	0.103638
2681	0.515269	0.263079	0.4512	0.119856
2682	0.550556	0.232186	0.546176	0.140507
2683	0.60258	0.219131	0.65901	0.165868
2684	0.671621	0.218077	0.791612	0.196245
2685	0.758059	0.225774	0.945407	0.231875
2686	0.862244	0.240366	1.12E+00	0.272809
2687	0.984249	0.260707	1.32E+00	0.318782
2688	1.12E+00	0.285949	1.53E+00	0.369083
2689	1.28E+00	0.315299	1.76E+00	0.422443
2690	1.45E+00	0.347847	1.99E+00	0.477017
2691	1.62E+00	0.382477	2.22E+00	0.530509
2692	1.80E+00	0.417835	2.43E+00	0.580481
2693	1.98E+00	0.452389	2.62E+00	0.624788
2694	2.14E+00	0.484558	2.78E+00	0.662008
2695	2.27E+00	0.512922	2.90E+00	0.69166
2696	2.38E+00	0.536413	2.99E+00	0.714135
2697	2.44E+00	0.554456	3.05E+00	0.730405
2698	2.46E+00	0.566974	3.09E+00	0.741671
2699	2.43E+00	0.574275	3.10E+00	0.749094
2700	2.34E+00	0.576852	3.09E+00	0.75364
2701	2.18E+00	0.575154	3.06E+00	0.756025
2702	1.96E+00	0.569377	3.01E+00	0.756704
2703	1.68E+00	0.559384	2.93E+00	0.755864
2704	1.36E+00	0.544968	2.81E+00	0.753393
2705	1.03E+00	0.526767	2.66E+00	0.7488
2706	0.738717	0.507614	2.45E+00	0.741079
2707	0.523166	0.492833	2.19E+00	0.72856
2708	0.382049	0.488257	1.87E+00	0.708926
2709	0.297875	0.497859	1.52E+00	0.679814
2710	0.251151	0.523401	1.15E+00	0.640581
2711	0.228007	0.565457	0.827141	0.594818
2712	0.220147	0.624309	0.57944	0.550944
2713	0.222902	0.700311	0.414051	0.518491
2714	0.233661	0.793884	0.313838	0.503515
2715	0.250895	0.90534	0.257049	0.507877
2716	0.273603	1.03E+00	0.22742	0.531255
2717	0.300975	1.18E+00	0.215035	0.572938
2718	0.332174	1.34E+00	0.214306	0.632562
2719	0.366203	1.52E+00	0.222141	0.710199
2720	0.401828	1.69E+00	0.236793	0.806188
2721	0.437584	1.87E+00	0.257197	0.920854
2722	0.471868	2.05E+00	0.282579	1.05E+00
2723	0.503107	2.20E+00	0.312209	1.21E+00
2724	0.52997	2.33E+00	0.345232	1.37E+00
2725	0.551566	2.42E+00	0.380553	1.55E+00
2726	0.567525	2.47E+00	0.416784	1.74E+00
2727	0.577968	2.48E+00	0.45227	1.93E+00
2728	0.583351	2.43E+00	0.485205	2.12E+00
2729	0.584246	2.33E+00	0.513839	2.29E+00
2730	0.581112	2.16E+00	0.536724	2.43E+00
2731	0.574098	1.92E+00	0.552925	2.55E+00
2732	0.562999	1.63E+00	0.56213	2.64E+00
2733	0.547603	1.29E+00	0.56463	2.69E+00
2734	0.528734	0.967668	0.561213	2.70E+00
2735	0.509615	0.690346	0.553029	2.66E+00
2736	0.495862	0.488915	0.541492	2.57E+00
2737	0.493177	0.359964	0.528231	2.41E+00
2738	0.50517	0.284218	0.515081	2.17E+00
2739	0.533329	0.242823	0.504076	1.82E+00
2740	0.578117	0.223013	0.497459	1.39E+00
2741	0.639789	0.217307	0.497765	0.913645
2742	0.718687	0.221525	0.507993	0.509283
2743	0.815198	0.233319	0.531291	0.263272
2744	0.929551	0.251299	0.569814	0.148879
2745	1.06E+00	0.274526	0.624457	0.100518
2746	1.21E+00	0.302209	0.695611	0.0803668
2747	1.37E+00	0.333503	0.783633	0.0730108
2748	1.55E+00	0.367389	0.888831	0.0723894
2749	1.73E+00	0.402613	1.01E+00	0.0759536
2750	1.90E+00	0.437708	1.15E+00	0.0825179
2751	2.07E+00	0.471093	1.30E+00	0.091447
2752	2.22E+00	0.501251	1.47E+00	0.102315
2753	2.34E+00	0.526941	1.65E+00	0.114749
2754	2.42E+00	0.547368	1.82E+00	0.128347
2755	2.46E+00	0.562247	1.99E+00	0.142652
2756	2.45E+00	0.571739	2.14E+00	0.157153
2757	2.38E+00	0.576288	2.27E+00	0.171315
2758	2.26E+00	0.576389	2.35E+00	0.184628
2759	2.07E+00	0.572369	2.39E+00	0.196647
2760	1.81E+00	0.564226	2.37E+00	0.206997
2761	1.50E+00	0.551715	2.29E+00	0.215348
2762	1.17E+00	0.534954	2.14E+00	0.221356
2763	0.85502	0.515685	1.93E+00	0.224619
2764	0.606253	0.49827	1.66E+00	0.224752
2765	0.434572	0.488673	1.36E+00	0.221669
2766	0.32847	0.491846	1.07E+00	0.216089
2767	0.267707	0.510415	0.823486	0.209874
2768	0.235717	0.545327	0.637636	0.205661
2769	0.222019	0.596915	0.512724	0.205892
2770	0.220619	0.665486	0.436692	0.212166
2771	0.228167	0.751447	0.396112	0.225329
2772	0.242758	0.855187	0.380805	0.245874
2773	0.263215	0.976833	0.384254	0.274252
2774	0.288677	1.12E+00	0.40264	0.311017
2775	0.318339	1.27E+00	0.433854	0.35684
2776	0.351286	1.44E+00	0.476772	0.412464
2777	0.38639	1.62E+00	0.530756	0.478619
2778	0.422281	1.80E+00	0.59529	0.555889
2779	0.457398	1.97E+00	0.669685	0.644555
2780	0.490128	2.14E+00	0.752805	0.744393
2781	0.519013	2.28E+00	0.842827	0.854467
2782	0.542951	2.38E+00	0.937058	0.972943
2783	0.561347	2.46E+00	1.03E+00	1.10E+00
2784	0.574123	2.48E+00	1.12E+00	1.22E+00
2785	0.581615	2.46E+00	1.20E+00	1.35E+00
2786	0.584373	2.38E+00	1.27E+00	1.46E+00
2787	0.582934	2.24E+00	1.32E+00	1.57E+00
2788	0.577597	2.03E+00	1.35E+00	1.66E+00
2789	0.568296	1.76E+00	1.35E+00	1.73E+00
2790	0.554741	1.44E+00	1.33E+00	1.79E+00
2791	0.537137	1.10E+00	1.28E+00	1.83E+00
2792	0.517547	0.801147	1.21E+00	1.85E+00
2793	0.500721	0.565879	1.12E+00	1.86E+00
2794	0.492685	0.407661	1.01E+00	1.86E+00
2795	0.49808	0.311617	0.883885	1.84E+00
2796	0.519195	0.257387	0.756176	1.81E+00
2797	0.556798	0.229471	0.631368	1.76E+00
2798	0.611172	0.218362	0.516844	1.72E+00
2799	0.682612	0.218681	0.417924	1.67E+00
2800	0.771503	0.227428	0.336986	1.63E+00
2801	0.878175	0.24288	0.273638	1.59E+00
2802	1.00E+00	0.263951	0.225659	1.58E+00
2803	1.14E+00	0.289816	0.190102	1.58E+00
2804	1.30E+00	0.319669	0.164078	1.60E+00
2805	1.47E+00	0.35258	0.145143	1.64E+00
2806	1.65E+00	0.387399	0.131381	1.69E+00
2807	1.83E+00	0.422741	0.121353	1.76E+00
2808	2.00E+00	0.457056	0.113992	1.84E+00
2809	2.16E+00	0.488775	0.108508	1.93E+00
2810	2.29E+00	0.516514	0.104316	2.02E+00
2811	2.39E+00	0.53927	0.100977	2.11E+00
2812	2.45E+00	0.556539	0.0981707	2.20E+00
2813	2.46E+00	0.568305	0.0956751	2.28E+00
2814	2.42E+00	0.574917	0.0933573	2.33E+00
2815	2.32E+00	0.576877	0.0911707	2.36E+00
2816	2.16E+00	0.574607	0.0891556	2.35E+00
2817	1.93E+00	0.568258	0.0874418	2.28E+00
2818	1.64E+00	0.557655	0.0862529	2.14E+00
2819	1.31E+00	0.542638	0.0859182	1.92E+00
2820	0.983177	0.52407	0.0868885	1.60E+00
2821	0.703911	0.505167	0.089763	1.20E+00
2822	0.499286	0.491487	0.095317	0.779999
2823	0.367368	0.48871	0.104474	0.441936
2824	0.289493	0.500471	0.118146	0.243916
2825	0.246748	0.528299	0.13709	0.150885
2826	0.226132	0.572684	0.162033	0.110697
2827	0.219972	0.633908	0.193853	0.0947239
2828	0.223968	0.712339	0.233666	0.0909607
2829	0.235705	0.808398	0.28284	0.0945825
2830	0.253755	0.92236	0.342994	0.10366
2831	0.27716	1.05E+00	0.41597	0.117496
2832	0.305118	1.20E+00	0.503786	0.135966
2833	0.336775	1.37E+00	0.608533	0.159214
2834	0.371104	1.54E+00	0.732214	0.187498
2835	0.406837	1.72E+00	0.876483	0.221063
2836	0.442483	1.90E+00	1.04E+00	0.260028
2837	0.476431	2.07E+00	1.23E+00	0.304256
2838	0.507127	2.22E+00	1.44E+00	0.353213
2839	0.533295	2.34E+00	1.66E+00	0.405848
2840	0.554111	2.43E+00	1.89E+00	0.460527
2841	0.569281	2.48E+00	2.12E+00	0.515089
2842	0.578983	2.48E+00	2.34E+00	0.567083
2843	0.583704	2.42E+00	2.53E+00	0.614167
2844	0.584014	2.31E+00	2.70E+00	0.654564
2845	0.580336	2.13E+00	2.84E+00	0.687389
2846	0.57277	1.88E+00	2.94E+00	0.712698
2847	0.561074	1.58E+00	3.02E+00	0.73127
2848	0.5451	1.25E+00	3.06E+00	0.744257
2849	0.525937	0.924987	3.08E+00	0.75287
2850	0.507199	0.657401	3.08E+00	0.758174
2851	0.494687	0.466889	3.06E+00	0.760992
2852	0.493897	0.346657	3.01E+00	0.761882
2853	0.508099	0.276725	2.94E+00	0.761127
2854	0.538568	0.238975	2.83E+00	0.758713
2855	0.585702	0.221492	2.69E+00	0.754265
2856	0.64976	0.217372	2.50E+00	0.746924
2857	0.731099	0.222762	2.25E+00	0.735196
2858	0.830099	0.235491	1.95E+00	0.71691
2859	0.946945	0.254256	1.60E+00	0.68964
2860	1.08E+00	0.278155	1.23E+00	0.652162
2861	1.23E+00	0.306398	0.896215	0.606933
2862	1.40E+00	0.338121	0.629907	0.561423
2863	1.57E+00	0.372277	0.446723	0.525346
2864	1.75E+00	0.407577	0.333451	0.505761
2865	1.93E+00	0.44253	0.268237	0.505347
2866	2.09E+00	0.475551	0.23333	0.524081
2867	2.24E+00	0.505151	0.217525	0.56123
2868	2.35E+00	0.530143	0.214423	0.616306
2869	2.43E+00	0.549799	0.220477	0.689275
2870	2.46E+00	0.563905	0.2337	0.780413
2871	2.44E+00	0.572676	0.252911	0.890054
2872	2.37E+00	0.576573	0.277295	1.02E+00
2873	2.23E+00	0.576084	0.306133	1.16E+00
2874	2.03E+00	0.571493	0.338617	1.33E+00
2875	1.77E+00	0.562754	0.373722	1.50E+00
2876	1.45E+00	0.54962	0.410138	1.69E+00
2877	1.12E+00	0.532348	0.446276	1.88E+00
2878	0.815924	0.513012	0.480366	2.06E+00
2879	0.577746	0.496322	0.510641	2.23E+00
2880	0.416295	0.488256	0.535583	2.38E+00
2881	0.31772	0.493465	0.554153	2.51E+00
2882	0.261818	0.514277	0.565934	2.59E+00
2883	0.232882	0.551496	0.571147	2.64E+00
2884	0.221181	0.605428	0.570568	2.65E+00
2885	0.221186	0.676395	0.565399	2.60E+00
2886	0.229809	0.764812	0.557162	2.50E+00
2887	0.245278	0.871048	0.547643	2.32E+00
2888	0.266481	0.995168	0.538858	2.05E+00
2889	0.292578	1.14E+00	0.53304	1.68E+00
2890	0.322758	1.29E+00	0.53262	1.22E+00
2891	0.356081	1.46E+00	0.540313	0.758459
2892	0.391383	1.64E+00	0.559206	0.405141
2893	0.427264	1.82E+00	0.592157	0.212213
2894	0.462146	2.00E+00	0.640823	0.126925
2895	0.494423	2.16E+00	0.705822	0.0909978
2896	0.522676	2.29E+00	0.787407	0.0762081
2897	0.545867	2.40E+00	0.885711	0.0714145
2898	0.563474	2.46E+00	1.00E+00	0.0721452
2899	0.575488	2.48E+00	1.13E+00	0.0764431
2900	0.582286	2.45E+00	1.28E+00	0.0833423
2901	0.584431	2.36E+00	1.43E+00	0.0922772
2902	0.582438	2.21E+00	1.60E+00	0.102827
2903	0.576561	2.00E+00	1.77E+00	0.114601
2904	0.566686	1.72E+00	1.93E+00	0.12718
2905	0.552527	1.39E+00	2.07E+00	0.140111
2906	0.534462	1.06E+00	2.19E+00	0.152919
2907	0.514915	0.763763	2.27E+00	0.165138
2908	0.49896	0.539405	2.31E+00	0.176345
2909	0.49257	0.391043	2.29E+00	0.186168
2910	0.500063	0.301983	2.21E+00	0.194272
2911	0.523447	0.252195	2.07E+00	0.200319
2912	0.563371	0.227073	1.86E+00	0.20395
2913	0.6201	0.217808	1.61E+00	0.204862
2914	0.693945	0.219441	1.33E+00	0.203056
2915	0.785297	0.229205	1.06E+00	0.199237
2916	0.894456	0.245495	0.82933	0.195045
2917	1.02E+00	0.267279	0.65371	0.19272
2918	1.17E+00	0.293748	0.534272	0.194352
2919	1.32E+00	0.324087	0.460785	0.201373
2920	1.50E+00	0.357337	0.421459	0.214614
2921	1.67E+00	0.392315	0.407081	0.234608
2922	1.85E+00	0.427608	0.411594	0.261842
2923	2.02E+00	0.461653	0.431365	0.296874
2924	2.18E+00	0.492893	0.464341	0.340352
2925	2.30E+00	0.519988	0.509391	0.39298
2926	2.40E+00	0.541998	0.565836	0.455429
2927	2.45E+00	0.558491	0.633094	0.52823
2928	2.46E+00	0.569514	0.710375	0.611621
2929	2.41E+00	0.575448	0.796413	0.705368
2930	2.30E+00	0.576799	0.889228	0.808576
2931	2.13E+00	0.573962	0.985938	0.919523
2932	1.89E+00	0.567038	1.08E+00	1.04E+00
2933	1.59E+00	0.555821	1.17E+00	1.15E+00
2934	1.26E+00	0.540217	1.26E+00	1.27E+00
2935	0.940456	0.521346	1.32E+00	1.38E+00
2936	0.670633	0.502804	1.37E+00	1.48E+00
2937	0.476864	0.490334	1.39E+00	1.56E+00
2938	0.353747	0.489423	1.39E+00	1.63E+00
2939	0.281793	0.503368	1.36E+00	1.69E+00
2940	0.242774	0.533486	1.31E+00	1.72E+00
2941	0.224538	0.580201	1.23E+00	1.75E+00
2942	0.219998	0.643798	1.12E+00	1.75E+00
2943	0.225189	0.724661	1.00E+00	1.75E+00
2944	0.237878	0.823205	0.869522	1.73E+00
2945	0.256727	0.939662	0.735647	1.70E+00
2946	0.280816	1.07E+00	0.608109	1.65E+00
2947	0.309344	1.22E+00	0.494256	1.61E+00
2948	0.341443	1.39E+00	0.398592	1.57E+00
2949	0.376051	1.56E+00	0.322282	1.54E+00
2950	0.411867	1.75E+00	0.263831	1.52E+00
2951	0.447376	1.92E+00	0.220319	1.51E+00
2952	0.48096	2.09E+00	0.188504	1.53E+00
2953	0.511095	2.24E+00	0.165473	1.56E+00
2954	0.536555	2.36E+00	0.148882	1.61E+00
2955	0.55659	2.44E+00	0.13694	1.68E+00
2956	0.57098	2.48E+00	0.128317	1.76E+00
2957	0.579955	2.47E+00	0.122027	1.86E+00
2958	0.584029	2.41E+00	0.117328	1.96E+00
2959	0.583763	2.28E+00	0.113661	2.07E+00
2960	0.579548	2.10E+00	0.110598	2.17E+00
2961	0.571425	1.84E+00	0.107819	2.28E+00
2962	0.559129	1.54E+00	0.105097	2.37E+00
2963	0.542599	1.20E+00	0.102292	2.45E+00
2964	0.523211	0.883454	0.0993464	2.50E+00
2965	0.504971	0.626043	0.096285	2.52E+00
2966	0.493806	0.446281	0.0932105	2.50E+00
2967	0.49497	0.334344	0.0903028	2.43E+00
2968	0.5114	0.26986	0.0878193	2.29E+00
2969	0.544182	0.235519	0.0860999	2.06E+00
2970	0.593664	0.220229	0.0855817	1.73E+00
2971	0.660114	0.217618	0.0868272	1.31E+00
2972	0.743902	0.224136	0.0905609	0.853453
2973	0.845394	0.237772	0.0976766	0.475037
2974	0.964725	0.257302	0.109077	0.250688
2975	1.10E+00	0.281854	0.125477	0.14739
2976	1.25E+00	0.310636	0.147503	0.103975
2977	1.42E+00	0.342766	0.175915	0.0867444
2978	1.60E+00	0.377161	0.211704	0.0820634
2979	1.78E+00	0.412504	0.256118	0.0846432
2980	1.95E+00	0.447279	0.310664	0.0924152
2981	2.11E+00	0.479904	0.377088	0.104635
2982	2.25E+00	0.508919	0.45734	0.121158
2983	2.36E+00	0.533195	0.553504	0.14213
2984	2.43E+00	0.552076	0.66767	0.167834
2985	2.46E+00	0.565414	0.801724	0.198575
2986	2.44E+00	0.573472	0.957044	0.234579
2987	2.35E+00	0.57673	1.13E+00	0.27588
2988	2.21E+00	0.575657	1.33E+00	0.322188
2989	2.00E+00	0.570497	1.55E+00	0.372752
2990	1.73E+00	0.561159	1.78E+00	0.426263
2991	1.41E+00	0.547407	2.01E+00	0.48084
2992	1.07E+00	0.529664	2.23E+00	0.534164
2993	0.777922	0.510363	2.44E+00	0.583801
2994	0.550605	0.49453	2.63E+00	0.627646
2995	0.399148	0.488104	2.79E+00	0.664338
2996	0.307737	0.495413	2.91E+00	0.693464
2997	0.256417	0.518501	2.99E+00	0.715467
2998	0.230368	0.55805	3.05E+00	0.731345
2999	0.220572	0.614353	3.09E+00	0.742304
3000	0.221933	0.687744	3.10E+00	0.749496
3001	0.231602	0.778644	3.09E+00	0.753869
3002	0.247934	0.887398	3.06E+00	0.756123
3003	0.269872	1.01E+00	3.00E+00	0.756693
3004	0.296593	1.16E+00	2.92E+00	0.755746
3005	0.327275	1.32E+00	2.80E+00	0.753147
3006	0.360951	1.49E+00	2.64E+00	0.748374
3007	0.396424	1.67E+00	2.44E+00	0.740379
3008	0.432263	1.85E+00	2.17E+00	0.727442
3009	0.466873	2.02E+00	1.85E+00	0.707212
3010	0.498664	2.18E+00	1.49E+00	0.677376
3011	0.526257	2.31E+00	1.13E+00	0.637504
3012	0.548683	2.41E+00	0.807005	0.591555
3013	0.565494	2.47E+00	0.565253	0.548193
3014	0.576745	2.48E+00	0.405152	0.516825
3015	0.582853	2.44E+00	0.308662	0.503185
3016	0.584389	2.35E+00	0.25423	0.508904
3017	0.581843	2.19E+00	0.226073	0.533589
3018	0.575418	1.96E+00	0.214651	0.576538
3019	0.564956	1.67E+00	0.214603	0.637419
3020	0.550194	1.35E+00	0.222964	0.716333
3021	0.531709	1.01E+00	0.23805	0.813625
3022	0.512307	0.727574	0.258827	0.929607
3023	0.497347	0.514274	0.284531	1.06E+00
3024	0.4927	0.375475	0.31443	1.22E+00
3025	0.502344	0.293043	0.347654	1.39E+00
3026	0.528023	0.247443	0.383088	1.57E+00
3027	0.570288	0.224964	0.419324	1.76E+00
3028	0.629395	0.217461	0.45469	1.94E+00
3029	0.70567	0.220366	0.487378	2.13E+00
3030	0.799503	0.231124	0.515651	2.30E+00
3031	0.911165	0.248239	0.538091	2.44E+00
3032	1.04E+00	0.270728	0.553803	2.56E+00
3033	1.19E+00	0.297791	0.56252	2.65E+00
3034	1.35E+00	0.328601	0.564574	2.69E+00
3035	1.52E+00	0.362171	0.56078	2.70E+00
3036	1.70E+00	0.397284	0.55231	2.66E+00
3037	1.88E+00	0.4325	0.540594	2.56E+00
3038	2.05E+00	0.466244	0.527277	2.40E+00
3039	2.20E+00	0.496978	0.514203	2.15E+00
3040	2.32E+00	0.523406	0.503425	1.80E+00
3041	2.41E+00	0.544658	0.497197	1.36E+00
3042	2.46E+00	0.560372	0.498086	0.881635
3043	2.45E+00	0.570654	0.509132	0.486662
3044	2.40E+00	0.575915	0.53344	0.251839
3045	2.28E+00	0.57666	0.573071	0.143979
3046	2.10E+00	0.573251	0.628856	0.0984584
3047	1.85E+00	0.565743	0.701177	0.0795387
3048	1.55E+00	0.553903	0.79039	0.0727888
3049	1.22E+00	0.537727	0.896795	0.0725192
3050	0.898697	0.518621	1.02E+00	0.0763219
3051	0.638805	0.500556	1.16E+00	0.0830681
3052	0.455776	0.489413	1.32E+00	0.0921451
3053	0.341074	0.490436	1.48E+00	0.103135
3054	0.274693	0.506596	1.66E+00	0.115663
3055	0.239175	0.539017	1.83E+00	0.129327
3056	0.223191	0.588074	2.00E+00	0.143663
3057	0.220199	0.654062	2.15E+00	0.158157
3058	0.226546	0.737374	2.28E+00	0.172276
3059	0.240163	0.838418	2.36E+00	0.185512
3060	0.259794	0.957375	2.39E+00	0.197426
3061	0.284552	1.09E+00	2.37E+00	0.207647
3062	0.313635	1.25E+00	2.28E+00	0.215846
3063	0.346153	1.41E+00	2.13E+00	0.221676
3064	0.381014	1.59E+00	1.91E+00	0.224732
3065	0.416882	1.77E+00	1.64E+00	0.224637
3066	0.452218	1.95E+00	1.34E+00	0.221345
3067	0.485407	2.11E+00	1.05E+00	0.215645
3068	0.514952	2.26E+00	0.808485	0.20948
3069	0.539686	2.37E+00	0.627078	0.205503
3070	0.558933	2.45E+00	0.50601	0.206111
3071	0.572542	2.48E+00	0.432848	0.212842
3072	0.580798	2.47E+00	0.394308	0.226502
3073	0.584232	2.39E+00	0.380478	0.247575
3074	0.583398	2.26E+00	0.385064	0.276515
3075	0.578642	2.06E+00	0.404395	0.313885
3076	0.569956	1.80E+00	0.436451	0.360363
3077	0.557055	1.49E+00	0.480155	0.416695
3078	0.539991	1.15E+00	0.534889	0.483604
3079	0.52046	0.843108	0.600136	0.56166
3080	0.502838	0.596223	0.675182	0.651114
3081	0.493126	0.426988	0.758851	0.751702
3082	0.496302	0.322933	0.849266	0.86243
